Description,Quantity,Average_Daily_Sales,Current_Stock,Reorder_Level,Need_Reorder,Recommended_Order
JAZZ HEARTS PURSE NOTEBOOK,4365,11.702412868632708,265,82.0,False,0.0
JET BLACK LAS VEGAS BRACELET ROUND,3,0.00804289544235925,231,0.0,False,0.0
JET BLACK LAS VEGAS NECKLACE 45CM,4,0.010723860589812333,402,0.0,False,0.0
JIGSAW RABBIT AND BIRDHOUSE,541,1.450402144772118,235,10.0,False,0.0
JIGSAW TOADSTOOLS 3 PIECE,623,1.6702412868632708,62,12.0,False,0.0
JIGSAW TREE WITH BIRDHOUSE,869,2.329758713136729,437,16.0,False,0.0
JIGSAW TREE WITH WATERING CAN,926,2.482573726541555,364,17.0,False,0.0
JINGLE BELL HEART ANTIQUE GOLD,765,2.0509383378016084,351,14.0,False,0.0
JINGLE BELL HEART ANTIQUE SILVER,3547,9.509383378016086,373,67.0,False,0.0
JINGLE BELL HEART DECORATION,3687,9.884718498659517,289,69.0,False,0.0
JINGLE BELLS TREE DECORATION,89,0.2386058981233244,90,2.0,False,0.0
JOY LARGE WOOD LETTERS,37,0.09919571045576407,211,1.0,False,0.0
JOY WOODEN BLOCK LETTERS,219,0.5871313672922251,167,4.0,False,0.0
JUMBO  BAG BAROQUE BLACK WHITE,12793,34.297587131367294,129,240.0,True,111.0
JUMBO BAG 50'S CHRISTMAS ,8954,24.005361930294907,68,168.0,True,100.0
JUMBO BAG ALPHABET,12540,33.61930294906166,224,235.0,True,11.0
JUMBO BAG APPLES,13887,37.23056300268097,137,261.0,True,124.0
JUMBO BAG CHARLIE AND LOLA TOYS,922,2.4718498659517425,233,17.0,False,0.0
JUMBO BAG DOILEY PATTERNS,8737,23.423592493297587,218,164.0,False,0.0
JUMBO BAG DOLLY GIRL DESIGN,3097,8.302949061662199,379,58.0,False,0.0
JUMBO BAG OWLS,10466,28.05898123324397,124,196.0,True,72.0
JUMBO BAG PAISLEY PARK,4373,11.723860589812332,218,82.0,False,0.0
JUMBO BAG PEARS,6733,18.050938337801608,23,126.0,True,103.0
JUMBO BAG PINK POLKADOT,20165,54.061662198391424,18,378.0,True,360.0
JUMBO BAG PINK VINTAGE PAISLEY,9889,26.512064343163537,49,186.0,True,137.0
JUMBO BAG RED RETROSPOT,46181,123.80965147453082,459,867.0,True,408.0
JUMBO BAG SCANDINAVIAN BLUE PAISLEY,7757,20.796246648793566,246,146.0,False,0.0
JUMBO BAG SCANDINAVIAN PAISLEY,1947,5.2198391420911525,290,37.0,False,0.0
JUMBO BAG SPACEBOY DESIGN,8236,22.080428954423592,368,155.0,False,0.0
JUMBO BAG STRAWBERRY,16807,45.05898123324397,210,315.0,True,105.0
JUMBO BAG TOYS ,4198,11.254691689008043,255,79.0,False,0.0
JUMBO BAG VINTAGE CHRISTMAS ,4908,13.158176943699733,287,92.0,False,0.0
JUMBO BAG VINTAGE DOILEY ,143,0.38337801608579086,244,3.0,False,0.0
JUMBO BAG VINTAGE DOILY ,10636,28.514745308310992,13,200.0,True,187.0
JUMBO BAG VINTAGE LEAF,10716,28.72922252010724,163,201.0,True,38.0
JUMBO BAG WOODLAND ANIMALS,8187,21.949061662198392,451,154.0,False,0.0
JUMBO SHOPPER VINTAGE RED PAISLEY,10518,28.198391420911527,38,197.0,True,159.0
JUMBO STORAGE BAG SKULLS,5706,15.297587131367292,118,107.0,False,0.0
JUMBO STORAGE BAG SUKI,11516,30.873994638069703,107,216.0,True,109.0
JUNGLE POPSICLES ICE LOLLY HOLDERS,121,0.32439678284182305,224,2.0,False,0.0
JUNGLE POPSICLES ICE LOLLY MOULDS,833,2.233243967828418,302,16.0,False,0.0
KEEP CALM BIRTHDAY WRAP,50,0.13404825737265416,84,1.0,False,0.0
KEEP CALM WALL ART ,269,0.7211796246648794,335,5.0,False,0.0
KEEP OUT BOYS DOOR HANGER ,131,0.3512064343163539,155,2.0,False,0.0
KENSINGTON COFFEE SET,53,0.14209115281501342,137,1.0,False,0.0
KEY CABINET MA CAMPAGNE,191,0.5120643431635389,350,4.0,False,0.0
"KEY FOB , BACK DOOR ",1746,4.680965147453083,51,33.0,False,0.0
"KEY FOB , FRONT  DOOR ",1915,5.134048257372654,365,36.0,False,0.0
"KEY FOB , GARAGE DESIGN",1872,5.018766756032171,50,35.0,False,0.0
"KEY FOB , SHED",3087,8.276139410187668,431,58.0,False,0.0
KEY RING BASEBALL BOOT ASSORTED ,1585,4.249329758713137,43,30.0,False,0.0
KEY RING BASEBALL BOOT UNION JACK,1772,4.750670241286863,26,33.0,True,7.0
KIDS CUTLERY DOLLY GIRL ,36,0.09651474530831099,174,1.0,False,0.0
KIDS CUTLERY SPACEBOY ,36,0.09651474530831099,162,1.0,False,0.0
KIDS RAIN MAC BLUE,1203,3.225201072386059,495,23.0,False,0.0
KIDS RAIN MAC PINK,799,2.1420911528150133,387,15.0,False,0.0
KINGS CHOICE BISCUIT TIN,324,0.868632707774799,85,6.0,False,0.0
KINGS CHOICE GIANT TUBE MATCHES,731,1.9597855227882037,96,14.0,False,0.0
KINGS CHOICE MUG,2000,5.361930294906166,126,38.0,False,0.0
KINGS CHOICE TEA CADDY ,456,1.2225201072386058,371,9.0,False,0.0
KITCHEN FLOWER POTS WALL PLAQUE,29,0.0777479892761394,351,1.0,False,0.0
KITCHEN METAL SIGN,1956,5.2439678284182305,478,37.0,False,0.0
KITTENS DESIGN FLANNEL,232,0.6219839142091153,36,4.0,False,0.0
KITTY PENCIL ERASERS,1296,3.474530831099196,322,24.0,False,0.0
KNEELING MAT HOUSEWORK  DESIGN,1481,3.9705093833780163,296,28.0,False,0.0
KNICKERBOCKERGLORY MAGNET ASSORTED ,2106,5.646112600536193,143,40.0,False,0.0
KNITTED RABBIT DOLL ,16,0.04289544235924933,228,0.0,False,0.0
KNITTED UNION FLAG HOT WATER BOTTLE,2469,6.619302949061662,177,46.0,False,0.0
LA JARDIN BOTANIQUE CUSHION COVER,81,0.21715817694369974,107,2.0,False,0.0
LA PALMIERA TILE COASTER,705,1.8900804289544235,277,13.0,False,0.0
LA PALMIERA TILE HOOK,45,0.12064343163538874,246,1.0,False,0.0
LA PALMIERA WALL THERMOMETER,15,0.040214477211796246,318,0.0,False,0.0
LADIES & GENTLEMEN METAL SIGN,3899,10.453083109919572,464,73.0,False,0.0
LADLE LOVE HEART PINK,19,0.05093833780160858,403,0.0,False,0.0
LADLE LOVE HEART RED ,6,0.0160857908847185,182,0.0,False,0.0
LADS ONLY TISSUE BOX,1578,4.230563002680965,410,30.0,False,0.0
LADYBIRD + BEE RAFFIA FOOD COVER,119,0.3190348525469169,419,2.0,False,0.0
LANDMARK FRAME BAKER STREET ,347,0.9302949061662198,478,7.0,False,0.0
LANDMARK FRAME CAMDEN TOWN ,558,1.4959785522788205,485,10.0,False,0.0
LANDMARK FRAME COVENT GARDEN ,438,1.1742627345844503,199,8.0,False,0.0
LANDMARK FRAME LONDON BRIDGE ,413,1.1072386058981234,131,8.0,False,0.0
LANDMARK FRAME NOTTING HILL ,422,1.1313672922252012,55,8.0,False,0.0
LANDMARK FRAME OXFORD STREET,421,1.128686327077748,73,8.0,False,0.0
LANTERN CREAM GAZEBO ,1214,3.254691689008043,139,23.0,False,0.0
LARGE  TALL CAMPHOR WOOD TOADSTOOL ,33,0.08847184986595175,319,1.0,False,0.0
LARGE ANTIQUE WHITE PHOTO FRAME,509,1.3646112600536193,372,10.0,False,0.0
LARGE APOTHECARY MEASURING JAR ,50,0.13404825737265416,202,1.0,False,0.0
LARGE BLACK DIAMANTE HAIRSLIDE,4,0.010723860589812333,316,0.0,False,0.0
LARGE BLUE PROVENCAL CERAMIC BALL,44,0.11796246648793565,190,1.0,False,0.0
LARGE BONNE JAM JAR  T-LIGHT HOLDER,254,0.6809651474530831,301,5.0,False,0.0
LARGE CAKE STAND  HANGING STRAWBERY,565,1.5147453083109919,380,11.0,False,0.0
LARGE CAKE STAND HANGING HEARTS,233,0.6246648793565683,291,4.0,False,0.0
LARGE CAKE TOWEL CHOCOLATE SPOTS,830,2.225201072386059,38,16.0,False,0.0
LARGE CAKE TOWEL PINK SPOTS,775,2.0777479892761392,158,15.0,False,0.0
"LARGE CAKE TOWEL, CHOCOLATE SPOTS",7,0.01876675603217158,276,0.0,False,0.0
LARGE CAMPHOR WOOD FIELD MUSHROOM ,24,0.064343163538874,305,0.0,False,0.0
LARGE CERAMIC TOP STORAGE JAR,2954,7.919571045576408,20,55.0,True,35.0
LARGE CHINESE STYLE SCISSOR,1273,3.4128686327077746,173,24.0,False,0.0
LARGE CIRCULAR MIRROR MOBILE,6821,18.28686327077748,122,128.0,True,6.0
LARGE CRYSTAL DIAMANTE HAIRSLIDE,6,0.0160857908847185,196,0.0,False,0.0
LARGE DECO JEWELLERY STAND,247,0.6621983914209115,304,5.0,False,0.0
LARGE HANGING IVORY & RED WOOD BIRD,925,2.479892761394102,241,17.0,False,0.0
LARGE HEART MEASURING SPOONS,1699,4.554959785522788,236,32.0,False,0.0
LARGE IVORY HEART WALL ORGANISER,759,2.03485254691689,319,14.0,False,0.0
LARGE JEWELLERY STAND,10,0.02680965147453083,107,0.0,False,0.0
LARGE MEDINA STAMPED METAL BOWL ,177,0.4745308310991957,64,3.0,False,0.0
LARGE MINT DIAMANTE HAIRSLIDE,16,0.04289544235924933,120,0.0,False,0.0
LARGE PARLOUR FRAME,27,0.07238605898123325,161,1.0,False,0.0
LARGE PARLOUR PICTURE FRAME,78,0.20911528150134048,255,1.0,False,0.0
LARGE PINK GLASS SUNDAE DISH,848,2.2734584450402147,415,16.0,False,0.0
LARGE POPCORN HOLDER ,873,2.3404825737265416,78,16.0,False,0.0
LARGE PURPLE BABUSHKA NOTEBOOK  ,1122,3.008042895442359,321,21.0,False,0.0
LARGE RED BABUSHKA NOTEBOOK ,1009,2.7050938337801607,298,19.0,False,0.0
LARGE RED RETROSPOT WINDMILL,1900,5.093833780160858,259,36.0,False,0.0
LARGE ROUND WICKER PLATTER ,193,0.517426273458445,45,4.0,False,0.0
LARGE SKULL WINDMILL,78,0.20911528150134048,248,1.0,False,0.0
LARGE STRIPES CHOCOLATE GIFT BAG,443,1.1876675603217157,157,8.0,False,0.0
LARGE TORTILLA DESIGN RED BOWL,64,0.17158176943699732,476,1.0,False,0.0
LARGE WHITE HEART OF WICKER,2908,7.7962466487935655,236,55.0,False,0.0
LARGE WHITE HONEYCOMB PAPER BELL  ,394,1.0563002680965148,253,7.0,False,0.0
LARGE WHITE/PINK ROSE ART FLOWER,360,0.9651474530831099,346,7.0,False,0.0
LARGE YELLOW BABUSHKA NOTEBOOK ,554,1.4852546916890081,455,10.0,False,0.0
LARGE ZINC GLASS CANDLEHOLDER,18,0.04825737265415549,374,0.0,False,0.0
LARGE ZINC HEART WALL ORGANISER,1064,2.8525469168900806,491,20.0,False,0.0
LASER CUT MULTI STRAND NECKLACE,1,0.002680965147453083,210,0.0,False,0.0
LAUNDRY 15C METAL SIGN,2791,7.482573726541555,163,52.0,False,0.0
LAUREL HEART ANTIQUE GOLD,518,1.388739946380697,459,10.0,False,0.0
LAUREL HEART ANTIQUE SILVER,1290,3.4584450402144773,82,24.0,False,0.0
LAUREL STAR ANTIQUE GOLD,372,0.9973190348525469,210,7.0,False,0.0
LAUREL STAR ANTIQUE SILVER ,404,1.0831099195710456,305,8.0,False,0.0
LAVENDER INCENSE 40 CONES IN TIN,109,0.29222520107238603,26,2.0,False,0.0
LAVENDER INCENSE IN TIN,172,0.46112600536193027,138,3.0,False,0.0
LAVENDER SCENT CAKE CANDLE,600,1.6085790884718498,226,11.0,False,0.0
LAVENDER SCENTED FABRIC HEART,1352,3.6246648793565686,70,25.0,False,0.0
LAVENDER TOILETTE BOTTLE,534,1.4316353887399464,436,10.0,False,0.0
LAZER CUT NECKLACE W PASTEL BEADS,57,0.15281501340482573,113,1.0,False,0.0
LE GRAND TRAY CHIC SET,147,0.3941018766756032,51,3.0,False,0.0
LE JARDIN BOTANIQUE CUSHION COVER,527,1.4128686327077749,34,10.0,False,0.0
LEAVES MAGNETIC  SHOPPING LIST,24,0.064343163538874,48,0.0,False,0.0
LED TEA LIGHTS,596,1.5978552278820375,300,11.0,False,0.0
LETS GO SHOPPING COTTON TOTE BAG,177,0.4745308310991957,140,3.0,False,0.0
"LETTER ""A"" BLING KEY RING",63,0.16890080428954424,238,1.0,False,0.0
"LETTER ""B"" BLING KEY RING",13,0.03485254691689008,117,0.0,False,0.0
"LETTER ""C"" BLING KEY RING",52,0.13941018766756033,181,1.0,False,0.0
"LETTER ""D"" BLING KEY RING",39,0.10455764075067024,444,1.0,False,0.0
"LETTER ""E"" BLING KEY RING",41,0.10991957104557641,487,1.0,False,0.0
"LETTER ""F"" BLING KEY RING",13,0.03485254691689008,111,0.0,False,0.0
"LETTER ""G"" BLING KEY RING",34,0.09115281501340483,363,1.0,False,0.0
"LETTER ""H"" BLING KEY RING",22,0.058981233243967826,21,0.0,False,0.0
"LETTER ""I"" BLING KEY RING",25,0.06702412868632708,284,0.0,False,0.0
"LETTER ""J"" BLING KEY RING",23,0.06166219839142091,110,0.0,False,0.0
"LETTER ""K"" BLING KEY RING",47,0.1260053619302949,53,1.0,False,0.0
"LETTER ""L"" BLING KEY RING",51,0.13672922252010725,452,1.0,False,0.0
"LETTER ""M"" BLING KEY RING",27,0.07238605898123325,314,1.0,False,0.0
"LETTER ""N"" BLING KEY RING",18,0.04825737265415549,454,0.0,False,0.0
"LETTER ""O"" BLING KEY RING",12,0.032171581769437,26,0.0,False,0.0
"LETTER ""P"" BLING KEY RING",28,0.07506702412868632,339,1.0,False,0.0
"LETTER ""R"" BLING KEY RING",15,0.040214477211796246,66,0.0,False,0.0
"LETTER ""S"" BLING KEY RING",40,0.10723860589812333,320,1.0,False,0.0
"LETTER ""T"" BLING KEY RING",12,0.032171581769437,312,0.0,False,0.0
"LETTER ""U"" BLING KEY RING",12,0.032171581769437,21,0.0,False,0.0
"LETTER ""V"" BLING KEY RING",14,0.03753351206434316,327,0.0,False,0.0
"LETTER ""W"" BLING KEY RING",12,0.032171581769437,89,0.0,False,0.0
"LETTER ""Y"" BLING KEY RING",61,0.16353887399463807,225,1.0,False,0.0
"LETTER ""Z"" BLING KEY RING",12,0.032171581769437,348,0.0,False,0.0
LETTER HOLDER HOME SWEET HOME,596,1.5978552278820375,273,11.0,False,0.0
LETTER SHAPE PENCIL SHARPENER,3316,8.890080428954423,488,62.0,False,0.0
LIGHT DECORATION BATTERY OPERATED,2,0.005361930294906166,158,0.0,False,0.0
LIGHT GARLAND BUTTERFILES PINK,1340,3.5924932975871315,90,25.0,False,0.0
LIGHT PINK FLOCK GLASS CANDLEHOLDER,36,0.09651474530831099,224,1.0,False,0.0
LIGHTHOUSE PRINTED METAL SIGN,6,0.0160857908847185,494,0.0,False,0.0
LILAC DIAMANTE PEN IN GIFT BOX,26,0.06970509383378017,383,0.0,False,0.0
LILAC FEATHERS CURTAIN,12,0.032171581769437,473,0.0,False,0.0
LILAC GAUZE BUTTERFLY LAMPSHADE,24,0.064343163538874,207,0.0,False,0.0
LILAC VOTIVE CANDLE,72,0.19302949061662197,209,1.0,False,0.0
LILY BROOCH AMETHYST COLOUR,15,0.040214477211796246,34,0.0,False,0.0
LILY BROOCH OLIVE COLOUR,11,0.029490616621983913,475,0.0,False,0.0
LIPSTICK PEN BABY PINK,1199,3.214477211796247,98,23.0,False,0.0
LIPSTICK PEN FUSCHIA,1925,5.160857908847185,277,36.0,False,0.0
LIPSTICK PEN RED,2812,7.538873994638069,152,53.0,False,0.0
LITTLE GREEN MONSTER SOFT TOY,19,0.05093833780160858,68,0.0,False,0.0
LITTLE PINK MONSTER SOFT TOY,16,0.04289544235924933,419,0.0,False,0.0
LOCAL CAFE MUG,566,1.517426273458445,498,11.0,False,0.0
LOLITA  DESIGN  COTTON TOTE BAG,154,0.4128686327077748,374,3.0,False,0.0
LONDON BUS COFFEE MUG,4246,11.383378016085791,35,80.0,True,45.0
LONG SILVER NECKLACE PASTEL FLOWER,8,0.021447721179624665,56,0.0,False,0.0
LOVE BUILDING BLOCK WORD,1946,5.2171581769437,297,37.0,False,0.0
LOVE GARLAND PAINTED ZINC ,405,1.0857908847184987,275,8.0,False,0.0
LOVE HEART NAPKIN BOX ,143,0.38337801608579086,25,3.0,False,0.0
LOVE HEART POCKET WARMER,2620,7.024128686327078,208,49.0,False,0.0
LOVE HEART SOCK HANGER,334,0.8954423592493298,410,6.0,False,0.0
LOVE HEART TRINKET POT,2248,6.02680965147453,416,42.0,False,0.0
LOVE HOT WATER BOTTLE,2352,6.305630026809651,291,44.0,False,0.0
LOVE LARGE WOOD LETTERS ,91,0.24396782841823056,478,2.0,False,0.0
LOVE POTION MASALA INCENSE,225,0.6032171581769437,95,4.0,False,0.0
LOVE SEAT ANTIQUE WHITE METAL,58,0.1554959785522788,259,1.0,False,0.0
LOVEBIRD HANGING DECORATION WHITE ,3372,9.040214477211796,400,63.0,False,0.0
LOVELY BONBON STICKER SHEET,301,0.806970509383378,279,6.0,False,0.0
LUNCH BAG  BLACK SKULL.,11291,30.27077747989276,344,212.0,False,0.0
LUNCH BAG ALPHABET DESIGN,7554,20.25201072386059,126,142.0,True,16.0
LUNCH BAG APPLE DESIGN,11565,31.005361930294907,16,217.0,True,201.0
LUNCH BAG CARS BLUE,10820,29.008042895442358,146,203.0,True,57.0
LUNCH BAG DOILEY PATTERN ,6482,17.378016085790886,380,122.0,False,0.0
LUNCH BAG DOLLY GIRL DESIGN,6545,17.54691689008043,185,123.0,False,0.0
LUNCH BAG PAISLEY PARK  ,3315,8.88739946380697,337,62.0,False,0.0
LUNCH BAG PINK POLKADOT,10254,27.490616621983914,324,192.0,False,0.0
LUNCH BAG RED RETROSPOT,17697,47.44504021447721,224,332.0,True,108.0
LUNCH BAG RED SPOTTY,200,0.5361930294906166,486,4.0,False,0.0
LUNCH BAG RED VINTAGE DOILY,1548,4.150134048257373,91,29.0,False,0.0
LUNCH BAG SPACEBOY DESIGN ,9912,26.57372654155496,232,186.0,False,0.0
LUNCH BAG SUKI  DESIGN ,2121,5.686327077747989,487,40.0,False,0.0
LUNCH BAG SUKI DESIGN ,9601,25.739946380697052,381,180.0,False,0.0
LUNCH BAG VINTAGE DOILEY ,70,0.1876675603217158,432,1.0,False,0.0
LUNCH BAG VINTAGE DOILY ,6452,17.297587131367294,492,121.0,False,0.0
LUNCH BAG VINTAGE LEAF DESIGN,6225,16.68900804289544,411,117.0,False,0.0
LUNCH BAG WOODLAND,9115,24.43699731903485,452,171.0,False,0.0
LUNCH BOX I LOVE LONDON,11094,29.742627345844504,499,208.0,False,0.0
LUNCH BOX WITH CUTLERY FAIRY CAKES ,61,0.16353887399463807,112,1.0,False,0.0
LUNCH BOX WITH CUTLERY RETROSPOT ,2853,7.648793565683646,282,54.0,False,0.0
LUSH GREENS RIBBONS,54,0.1447721179624665,23,1.0,False,0.0
M/COLOUR POM-POM CURTAIN,2,0.005361930294906166,168,0.0,False,0.0
MA CAMPAGNE CUTLERY BOX,138,0.3699731903485255,161,3.0,False,0.0
MADRAS NOTEBOOK LARGE ,270,0.7238605898123325,492,5.0,False,0.0
MADRAS NOTEBOOK MEDIUM,917,2.4584450402144773,117,17.0,False,0.0
MAGAZINE RACK GEBRA ASSORTED ,191,0.5120643431635389,197,4.0,False,0.0
MAGIC DRAWING SLATE BAKE A CAKE ,1745,4.67828418230563,310,33.0,False,0.0
MAGIC DRAWING SLATE BUNNIES ,1716,4.600536193029491,107,32.0,False,0.0
MAGIC DRAWING SLATE CIRCUS PARADE  ,3293,8.828418230563003,140,62.0,False,0.0
MAGIC DRAWING SLATE DINOSAUR,1818,4.873994638069705,302,34.0,False,0.0
MAGIC DRAWING SLATE DOLLY GIRL ,3514,9.420911528150134,180,66.0,False,0.0
MAGIC DRAWING SLATE GO TO THE FAIR ,816,2.187667560321716,433,15.0,False,0.0
MAGIC DRAWING SLATE LEAP FROG ,1063,2.8498659517426272,483,20.0,False,0.0
MAGIC DRAWING SLATE PURDEY,4721,12.656836461126005,192,89.0,False,0.0
MAGIC DRAWING SLATE SPACEBOY ,4331,11.611260053619302,480,81.0,False,0.0
MAGIC GARDEN FELT GARLAND ,266,0.7131367292225201,373,5.0,False,0.0
MAGIC SHEEP WOOL GROWING FROM PAPER,1212,3.2493297587131367,48,23.0,False,0.0
MAGIC TREE -PAPER FLOWERS,832,2.2305630026809653,24,16.0,False,0.0
MAGNETS PACK OF 4 CHILDHOOD MEMORY,1130,3.0294906166219837,385,21.0,False,0.0
MAGNETS PACK OF 4 HOME SWEET HOME,1393,3.734584450402145,13,26.0,True,13.0
MAGNETS PACK OF 4 RETRO PHOTO,1182,3.168900804289544,358,22.0,False,0.0
MAGNETS PACK OF 4 SWALLOWS,2545,6.823056300268097,479,48.0,False,0.0
MAGNETS PACK OF 4 VINTAGE COLLAGE,1705,4.571045576407506,418,32.0,False,0.0
MAGNETS PACK OF 4 VINTAGE LABELS ,1223,3.278820375335121,406,23.0,False,0.0
MAKE YOUR OWN FLOWERPOWER CARD KIT,867,2.324396782841823,219,16.0,False,0.0
MAKE YOUR OWN MONSOON CARD KIT,833,2.233243967828418,170,16.0,False,0.0
MAKE YOUR OWN PLAYTIME CARD KIT,628,1.6836461126005362,25,12.0,False,0.0
MAN FLU METAL SIGN,1129,3.026809651474531,435,21.0,False,0.0
MARIE ANTOIENETT TRINKET BOX GOLD,1,0.002680965147453083,117,0.0,False,0.0
MARIE ANTOINETTE TRINKET BOX GOLD,316,0.8471849865951743,391,6.0,False,0.0
MARIE ANTOINETTE TRINKET BOX SILVER,326,0.8739946380697051,459,6.0,False,0.0
MAXWELL 2 TONE BLUE 60 PAGE PHOTO A,7,0.01876675603217158,320,0.0,False,0.0
MEASURING TAPE BABUSHKA BLUE,334,0.8954423592493298,236,6.0,False,0.0
MEASURING TAPE BABUSHKA PINK,388,1.0402144772117963,179,7.0,False,0.0
MEASURING TAPE BABUSHKA RED,228,0.6112600536193029,43,4.0,False,0.0
MEDINA STAMPED METAL STOOL,33,0.08847184986595175,423,1.0,False,0.0
MEDIUM CERAMIC TOP STORAGE JAR,77916,208.89008042895443,260,1462.0,True,1202.0
MEDIUM CHINESE STYLE SCISSOR,662,1.774798927613941,256,12.0,False,0.0
MEDIUM MEDINA STAMPED METAL BOWL ,297,0.7962466487935657,278,6.0,False,0.0
MEDIUM PARLOUR FRAME ,22,0.058981233243967826,150,0.0,False,0.0
MEDIUM PARLOUR PICTURE FRAME ,136,0.3646112600536193,283,3.0,False,0.0
MEDIUM PINK BUDDHA HEAD ,47,0.1260053619302949,425,1.0,False,0.0
MEDIUM WHITE/PINK ROSE ART FLOWER,127,0.34048257372654156,105,2.0,False,0.0
MEMO BOARD COTTAGE DESIGN,1365,3.6595174262734584,236,26.0,False,0.0
MEMO BOARD RETROSPOT  DESIGN,2786,7.46916890080429,388,52.0,False,0.0
METAL 4 HOOK HANGER FRENCH CHATEAU,2151,5.766756032171582,48,40.0,False,0.0
METAL BASE FOR CANDLES,11,0.029490616621983913,311,0.0,False,0.0
METAL DECORATION NAUGHTY CHILDREN ,1456,3.903485254691689,38,27.0,False,0.0
METAL HERB GERDEN CONTAINER,24,0.064343163538874,455,0.0,False,0.0
METAL MERRY CHRISTMAS WREATH,622,1.6675603217158177,486,12.0,False,0.0
METAL RABBIT LADDER EASTER ,74,0.19839142091152814,327,1.0,False,0.0
METAL SIGN CUPCAKE SINGLE HOOK,470,1.260053619302949,254,9.0,False,0.0
METAL SIGN DROP YOUR PANTS,1232,3.3029490616621984,245,23.0,False,0.0
METAL SIGN EMPIRE TEA,1495,4.008042895442359,194,28.0,False,0.0
METAL SIGN HER DINNER IS SERVED ,1290,3.4584450402144773,281,24.0,False,0.0
METAL SIGN HIS DINNER IS SERVED,505,1.353887399463807,449,9.0,False,0.0
METAL SIGN NEIGHBOURHOOD WITCH ,877,2.351206434316354,245,16.0,False,0.0
METAL SIGN TAKE IT OR LEAVE IT ,3690,9.892761394101877,248,69.0,False,0.0
"METAL SIGN,CUPCAKE SINGLE HOOK",829,2.222520107238606,386,16.0,False,0.0
METAL TUBE CHIME ON BAMBOO,488,1.3083109919571045,275,9.0,False,0.0
METALIC LEAVES BAG CHARMS,60,0.16085790884718498,423,1.0,False,0.0
MIDNIGHT BLUE COPPER FLOWER NECKLAC,3,0.00804289544235925,418,0.0,False,0.0
MIDNIGHT BLUE CRYSTAL DROP EARRINGS,1,0.002680965147453083,368,0.0,False,0.0
MIDNIGHT BLUE DROP CRYSTAL NECKLACE,8,0.021447721179624665,349,0.0,False,0.0
MIDNIGHT BLUE GLASS/SILVER BRACELET,7,0.01876675603217158,398,0.0,False,0.0
MIDNIGHT BLUE PAIR HEART HAIR SLIDE,12,0.032171581769437,74,0.0,False,0.0
MIDNIGHT BLUE VINTAGE EARRINGS,16,0.04289544235924933,487,0.0,False,0.0
MIDNIGHT GLAMOUR SCARF KNITTING KIT,277,0.7426273458445041,186,5.0,False,0.0
MILK BOTTLE WITH GLASS STOPPER ,28,0.07506702412868632,12,1.0,False,0.0
MILK MAIDS MUG ,204,0.546916890080429,438,4.0,False,0.0
MILK PAN BLUE POLKADOT,96,0.257372654155496,151,2.0,False,0.0
MILK PAN PINK POLKADOT,39,0.10455764075067024,385,1.0,False,0.0
MILK PAN RED RETROSPOT,310,0.8310991957104558,167,6.0,False,0.0
MINI  ZINC GARDEN DECORATIONS ,821,2.201072386058981,333,15.0,False,0.0
MINI CAKE STAND  HANGING STRAWBERY,1248,3.3458445040214477,155,23.0,False,0.0
MINI CAKE STAND T-LIGHT HOLDER,1464,3.9249329758713136,455,27.0,False,0.0
MINI CAKE STAND WITH HANGING CAKES,1297,3.4772117962466487,302,24.0,False,0.0
MINI FUNKY DESIGN TAPES,1226,3.28686327077748,162,23.0,False,0.0
MINI HIGHLIGHTER PENS,840,2.25201072386059,441,16.0,False,0.0
MINI JIGSAW BAKE A CAKE ,1436,3.8498659517426272,202,27.0,False,0.0
MINI JIGSAW BUNNIES,1089,2.9195710455764075,446,20.0,False,0.0
MINI JIGSAW CIRCUS PARADE ,2451,6.571045576407506,472,46.0,False,0.0
MINI JIGSAW DINOSAUR ,738,1.9785522788203753,82,14.0,False,0.0
MINI JIGSAW DOLLY GIRL,2824,7.571045576407506,408,53.0,False,0.0
MINI JIGSAW GO TO THE FAIR,387,1.0375335120643432,314,7.0,False,0.0
MINI JIGSAW LEAP FROG,466,1.2493297587131367,386,9.0,False,0.0
MINI JIGSAW PURDEY,2065,5.536193029490617,353,39.0,False,0.0
MINI JIGSAW SPACEBOY,4414,11.83378016085791,461,83.0,False,0.0
MINI LADLE LOVE HEART PINK,243,0.6514745308310992,149,5.0,False,0.0
MINI LADLE LOVE HEART RED ,631,1.6916890080428955,196,12.0,False,0.0
MINI LIGHTS WOODLAND MUSHROOMS,1719,4.60857908847185,302,32.0,False,0.0
MINI PAINT SET VINTAGE ,26076,69.9088471849866,70,489.0,True,419.0
MINI PAINTED GARDEN DECORATION ,2452,6.57372654155496,494,46.0,False,0.0
MINI PLAYING CARDS BUFFALO BILL ,2841,7.616621983914209,436,53.0,False,0.0
MINI PLAYING CARDS DOLLY GIRL ,2476,6.638069705093834,389,46.0,False,0.0
MINI PLAYING CARDS FUN FAIR ,1043,2.7962466487935655,207,20.0,False,0.0
MINI PLAYING CARDS GYMKHANA,2298,6.160857908847185,304,43.0,False,0.0
MINI PLAYING CARDS SPACEBOY ,2718,7.28686327077748,449,51.0,False,0.0
MINI WOODEN HAPPY BIRTHDAY GARLAND,1699,4.554959785522788,328,32.0,False,0.0
MINIATURE ANTIQUE ROSE HOOK IVORY,2070,5.549597855227882,311,39.0,False,0.0
